ID	TW	CN	CP950	CP936	GB2312	GBK
1647	8170	8170	8170	8170	8170	8170
1648	8178	80A0	8178	80A0	80A0	80A0
1649	816B	80BF	816B	80BF	80BF	80BF
1650	8166	8111	8166	8111	8111	8111
1651	8180	8180	8180	8180	8180	8180
1652	817F	817F	817F	817F	817F	817F
1653	819D	819D	819D	819D	819D	819D
1654	819A	80A4	819A	80A4	80A4	80A4
1655	819C	819C	819C	819C	819C	819C
1656	81A9	817B	81A9	817B	817B	817B
1657	81BA	81BA	81BA	81BA	81BA	81BA
1658	81BF	8113	81BF	8113	8113	8113
1659	81CD	8110	81CD	8110	8110	8110
1660	81D8	814A	81D8	814A	814A	814A
1661	81DA	80EA	81DA	80EA	80EA	80EA
1662	81E3	81E3	81E3	81E3	81E3	81E3
1663	81E5	5367	81E5	5367	5367	5367
1664	81E8	4E34	81E8	4E34	4E34	4E34
1665	81EA	81EA	81EA	81EA	81EA	81EA
1666	81ED	81ED	81ED	81ED	81ED	81ED
1667	81F3	81F3	81F3	81F3	81F3	81F3
1668	81FB	81FB	81FB	81FB	81FB	81FB
1669	8200	8200	8200	8200	8200	8200
1670	8202	8202	8202	8202	8202	8202
1671	8207	4E0E	8207	4E0E	4E0E	4E0E
1672	8208	5174	8208	5174	5174	5174
1673	8209	4E3E	8209	4E3E	4E3E	4E3E
1674	820A	65E7	820A	65E7	65E7	65E7
1675	8210	8210	8210	8210	8210	8210
1676	821C	821C	821C	821C	821C	821C
1677	821E	821E	821E	821E	821E	821E
1678	821F	821F	821F	821F	821F	821F
1679	8239	8239	8239	8239	8239	8239
1680	8236	8236	8236	8236	8236	8236
1681	8247	8247	8247	8247	8247	8247
1682	8266	8230	8266	8230	8230	8230
1683	826E	826E	826E	826E	826E	826E
1684	826F	826F	826F	826F	826F	826F
1685	8271	8270	8271	8270	8270	8270
1686	827E	827E	827E	827E	827E	827E
1687	8292	8292	8292	8292	8292	8292
1688	828B	828B	828B	828B	828B	828B
1689	82BB	520D	82BB	520D	520D	520D
1690	82B9	82B9	82B9	82B9	82B9	82B9
1691	8305	8305	8305	8305	8305	8305
1692	82DC	82DC	82DC	82DC	82DC	82DC
1693	82D7	82D7	82D7	82D7	82D7	82D7
1694	82F1	82F1	82F1	82F1	82F1	82F1
1695	82D4	82D4	82D4	82D4	82D4	82D4
1696	8354	8354	8354	8354	8354	8354
1697	838E	838E	838E	838E	838E	838E
1698	8398	8398	8398	8398	8398	8398
1699	839E	839E	839E	839E	839E	839E
1700	83A2	835A	83A2	835A	835A	835A
1701	8396	830E	8396	830E	830E	830E
1702	83A7	82CB	83A7	82CB	82CB	82CB
1703	83AB	83AB	83AB	83AB	83AB	83AB
1704	838A	5E84	838A	5E84	5E84	5E84
1705	83A0	83A0	83A0	83A0	83A0	83A0
1706	8377	8377	8377	8377	8377	8377
1707	837B	837B	837B	837B	837B	837B
1708	8403	8403	8403	8403	8403	8403
1709	83C5	83C5	83C5	83C5	83C5	83C5
1710	83BD	83BD	83BD	83BD	83BD	83BD
1711	840C	840C	840C	840C	840C	840C
1712	83F2	83F2	83F2	83F2	83F2	83F2
1713	8404	8404	8404	8404	8404	8404
1714	8482	8482	8482	8482	8482	8482
1715	8431	8431	8431	8431	8431	8431
1716	8466	82C7	8466	82C7	82C7	82C7
1717	8477	8364	8477	8364	8364	8364
1718	843C	843C	843C	843C	843C	843C
1719	8435	83B4	8435	83B4	83B4	83B4
1720	8463	8463	8463	8463	8463	8463
1721	8469	8469	8469	8469	8469	8469
1722	8438	8438	8438	8438	8438	8438
1723	84C4	84C4	84C4	84C4	84C4	84C4
1724	849C	849C	849C	849C	849C	849C
1725	84CB	76D6	84CB	76D6	76D6	76D6
1726	84B8	84B8	84B8	84B8	84B8	84B8
1727	84C0	836A	84C0	836A	836A	836A
1728	84D3	84D3	84D3	84D3	84D3	84D3
1729	852D	836B	852D	836B	836B	836B
1730	8523	848B	8523	848B	848B	848B
1731	84EC	84EC	84EC	84EC	84EC	84EC
1732	8525	8525	8525	8525		8525
1733	854A	854A	854A	854A	854A	854A
1734	8568	8568	8568	8568	8568	8568
1735	856A	829C	856A	829C	829C	829C
1736	856D	8427	856D	8427	8427	8427
1737	859B	859B	859B	859B	859B	859B
1738	59DC	59DC	59DC	59DC	59DC	59DC
1739	8594	8537	8594	8537	8537	8537
1740	85A9	8428	85A9	8428	8428	8428
1741	85CF	85CF	85CF	85CF	85CF	85CF
1742	85D0	85D0	85D0	85D0	85D0	85D0
1743	85B0	85B0	85B0	85B0	85B0	85B0
1744	85EA	85AE	85EA	85AE	85AE	85AE
1745	85E4	85E4	85E4	85E4	85E4	85E4
1746	85D5	85D5	85D5	85D5	85D5	85D5
1747	85E5	836F	85E5	836F	836F	836F
1748	85FB	85FB	85FB	85FB	85FB	85FB
1749	85F9	853C	85F9	853C	853C	853C
1750	85FA	853A	85FA	853A	853A	853A
1751	8606	82A6	8606	82A6	82A6	82A6
1752	861A	85D3	861A	85D3	85D3	85D3
1753	863F	841D	863F	841D	841D	841D
1754	864E	864E	864E	864E	864E	864E
1755	8650	8650	8650	8650	8650	8650
1756	8654	8654	8654	8654	8654	8654
1757	8655	5904	8655	5904	5904	5904
1758	865C	864F	865C	864F	864F	864F
1759	865B	865A	865B	865A	865A	865A
1760	865F	53F7	865F	53F7	53F7	53F7
1761	8679	8679	8679	8679	8679	8679
1762	868A	868A	868A	868A	868A	868A
1763	86A4	86A4	86A4	86A4	86A4	86A4
1764	868C	868C	868C	868C	868C	868C
1765	86C6	86C6	86C6	86C6	86C6	86C6
1766	86ED	86ED	86ED	86ED	86ED	86ED
1767	86D4	86D4	86D4	86D4	86D4	86D4
1768	86E4	86E4	86E4	86E4	86E4	86E4
1769	86F9	86F9	86F9	86F9	86F9	86F9
1770	86FE	86FE	86FE	86FE	86FE	86FE
1771	8713	8713	8713	8713	8713	8713
1772	873F	873F	873F	873F	873F	873F
1773	8725	8725	8725	8725	8725	8725
1774	8734	8734	8734	8734	8734	8734
1775	8755	8680	8755	8680	8680	8680
1776	8776	8776	8776	8776	8776	8776
1777	8766	867E	8766	867E	867E	867E
1778	8778	8717	8778	8717	8717	8717
1779	874C	874C	874C	874C	874C	874C
1780	87A2	8424	87A2	8424	8424	8424
1781	879E	8682	879E	8682	8682	8682
1782	878D	878D	878D	878D	878D	878D
1783	87C0	87C0	87C0	87C0	87C0	87C0
1784	87AB	87AB	87AB	87AB	87AB	87AB
1785	87BB	877C	87BB	877C	877C	877C
1786	87C8	8748	87C8	8748	8748	8748
1787	87C6	87C6	87C6	87C6	87C6	87C6
1788	87EF	86F2	87EF	86F2	86F2	86F2
1789	87FB	8681	87FB	8681	8681	8681
1790	8805	8747	8805	8747	8747	8747
1791	87F9	87F9	87F9	87F9	87F9	87F9
1792	8822	8822	8822	8822	8822	8822
1793	8823	86CE	8823	86CE	86CE	86CE
1794	8821	8821	8821	8821	8821	8821
1795	881F	8721	881F	8721	8721	8721
1796	8831	86CA	8831	86CA	86CA	86CA
1797	885B	536B	885B	536B	536B	536B
1798	521D	521D	521D	521D	521D	521D
1799	8881	8881	8881	8881	8881	8881
1800	8892	8892	8892	8892	8892	8892
1801	888B	888B	888B	888B	888B	888B
1802	889E	886E	889E	886E	886E	886E
1803	88C1	88C1	88C1	88C1	88C1	88C1
1804	88C2	88C2	88C2	88C2	88C2	88C2
1805	88D9	88D9	88D9	88D9	88D9	88D9
1806	88D8	88D8	88D8	88D8	88D8	88D8
1807	88DC	8865	88DC	8865	8865	8865
1808	88DD	88C5	88DD	88C5	88C5	88C5
1809	88D5	88D5	88D5	88D5	88D5	88D5
1810	8902	8902	8902	8902	8902	8902
1811	88F9	88F9	88F9	88F9	88F9	88F9
1812	88F4	88F4	88F4	88F4	88F4	88F4
1813	892B	892B	892B	892B	892B	892B
1814	893B	4EB5	893B	4EB5	4EB5	4EB5
1815	8960	88C6	8960	88C6	88C6	88C6
1816	8956	8884	8956	8884	8884	8884
1817	896A	889C	896A	889C	889C	889C
1818	896F	886C	896F	886C	886C	886C
1819	8972	88AD	8972	88AD	88AD	88AD
1820	897F	897F	897F	897F	897F	897F
1821	8981	8981	8981	8981	8981	8981
1822	898B	89C1	898B	89C1	89C1	89C1
1823	898F	89C4	898F	89C4	89C4	89C4
1824	8993	89C5	8993	89C5	89C5	89C5
1825	8996	89C6	8996	89C6	89C6	89C6
1826	89AA	4EB2	89AA	4EB2	4EB2	4EB2
1827	89A6	89CE	89A6	89CE	89CE	89CE
1828	89AC	89CA	89AC	89CA	89CA	89CA
1829	89B2	89D0	89B2	89D0	89D0	89D0
1830	89BA	89C9	89BA	89C9	89C9	89C9
1831	89BD	89C8	89BD	89C8	89C8	89C8
1832	89C0	89C2	89C0	89C2	89C2	89C2
1833	89E3	89E3	89E3	89E3	89E3	89E3
1834	89F4	89DE	89F4	89DE	89DE	89DE
1835	89F8	89E6	89F8	89E6	89E6	89E6
1836	8A00	8A00	8A00	8A00	8A00	8A00
1837	8A08	8BA1	8A08	8BA1	8BA1	8BA1
1838	8A02	8BA2	8A02	8BA2	8BA2	8BA2
1839	8A03	8BA3	8A03	8BA3	8BA3	8BA3
1840	8A10	8BA6	8A10	8BA6	8BA6	8BA6
1841	8A18	8BB0	8A18	8BB0	8BB0	8BB0
1842	8A0E	8BA8	8A0E	8BA8	8BA8	8BA8
1843	8A0C	8BA7	8A0C	8BA7	8BA7	8BA7
1844	8A15	8BAA	8A15	8BAA	8BAA	8BAA
1845	8A0A	8BAF	8A0A	8BAF	8BAF	8BAF
1846	8A16	8BAB	8A16	8BAB	8BAB	8BAB
1847	8A17	8BAC	8A17	8BAC		
1848	8A13	8BAD	8A13	8BAD	8BAD	8BAD
1849	8A2A	8BBF	8A2A	8BBF	8BBF	8BBF
1850	8A23	8BC0	8A23	8BC0	8BC0	8BC0
1851	8A25	8BB7	8A25	8BB7	8BB7	8BB7
1852	8A1D	8BB6	8A1D	8BB6	8BB6	8BB6
1853	8A31	8BB8	8A31	8BB8	8BB8	8BB8
1854	8A2D	8BBE	8A2D	8BBE	8BBE	8BBE
1855	8A1B	8BB9	8A1B	8BB9	8BB9	8BB9
1856	8A1F	8BBC	8A1F	8BBC	8BBC	8BBC
1857	8A60	548F	8A60	548F	548F	548F
1858	8A55	8BC4	8A55	8BC4	8BC4	8BC4
1859	8A5E	8BCD	8A5E	8BCD	8BCD	8BCD
1860	8A41	8BC2	8A41	8BC2	8BC2	8BC2
1861	8A54	8BCF	8A54	8BCF	8BCF	8BCF
1862	8A5B	8BC5	8A5B	8BC5	8BC5	8BC5
1863	8A50	8BC8	8A50	8BC8	8BC8	8BC8
1864	8A46	8BCB	8A46	8BCB	8BCB	8BCB
1865	8A34	8BC9	8A34	8BC9	8BC9	8BC9
1866	8A3A	8BCA	8A3A	8BCA	8BCA	8BCA
1867	8A72	8BE5	8A72	8BE5	8BE5	8BE5
1868	8A73	8BE6	8A73	8BE6	8BE6	8BE6
1869	8A69	8BD7	8A69	8BD7	8BD7	8BD7
1870	8A70	8BD8	8A70	8BD8	8BD8	8BD8
1871	8A63	8BE3	8A63	8BE3	8BE3	8BE3
1872	8A7C	8BD9	8A7C	8BD9	8BD9	8BD9
1873	8AA0	8BDA	8AA0	8BDA	8BDA	8BDA
1874	8A85	8BDB	8A85	8BDB	8BDB	8BDB
1875	8A6D	8BE1	8A6D	8BE1	8BE1	8BE1
1876	8A62	8BE2	8A62	8BE2	8BE2	8BE2
1877	8A71	8BDD	8A71	8BDD	8BDD	8BDD
1878	8A6E	8BE0	8A6E	8BE0	8BE0	8BE0
1879	8A6C	8BDF	8A6C	8BDF	8BDF	8BDF
1880	8AA6	8BF5	8AA6	8BF5	8BF5	8BF5
1881	8AA1	8BEB	8AA1	8BEB	8BEB	8BEB
1882	8A9E	8BED	8A9E	8BED	8BED	8BED
1883	8A93	8A93	8A93	8A93	8A93	8A93
1884	8AA3	8BEC	8AA3	8BEC	8BEC	8BEC
1885	8A8D	8BA4	8A8D	8BA4	8BA4	8BA4
1886	8AA4	8BEF	8AA4	8BEF	8BEF	8BEF
1887	8AA8	8BF2	8AA8	8BF2	8BF2	8BF2
1888	8AA5	8BF0	8AA5	8BF0	8BF0	8BF0
1889	8A98	8BF1	8A98	8BF1	8BF1	8BF1
1890	8A91	8BF3	8A91	8BF3	8BF3	8BF3
1891	8ABC	8C0A	8ABC	8C0A	8C0A	8C0A
1892	8AC4	8C06	8AC4	8C06	8C06	8C06
1893	8AC7	8C08	8AC7	8C08	8C08	8C08
1894	8ACB	8BF7	8ACB	8BF7	8BF7	8BF7
1895	8AF8	8BF8	8AF8	8BF8	8BF8	8BF8
1896	8AB2	8BFE	8AB2	8BFE	8BFE	8BFE
1897	8ABF	8C03	8ABF	8C03	8C03	8C03
1898	8AC9	8BFF	8AC9	8BFF	8BFF	8BFF
1899	8AC2	8C04	8AC2	8C04	8C04	8C04
1900	8AB0	8C01	8AB0	8C01	8C01	8C01
1901	8AD6	8BBA	8AD6	8BBA	8BBA	8BBA
1902	8AE6	8C1B	8AE6	8C1B	8C1B	8C1B
1903	8AF1	8BB3	8AF1	8BB3	8BB3	8BB3
1904	8AE7	8C10	8AE7	8C10	8C10	8C10
1905	8ADC	8C0D	8ADC	8C0D	8C0D	8C0D
1906	8B00	8C0B	8B00	8C0B	8C0B	8C0B
1907	8B01	8C12	8B01	8C12	8C12	8C12
1908	8B02	8C13	8B02	8C13	8C13	8C13
1909	8AFE	8BFA	8AFE	8BFA	8BFA	8BFA
1910	8AF7	8BBD	8AF7	8BBD	8BBD	8BBD
1911	8B17	8C24	8B17	8C24	8C24	8C24
1912	8B0E	8C1C	8B0E	8C1C	8C1C	8C1C
1913	8B1B	8BB2	8B1B	8BB2	8BB2	8BB2
1914	8B0A	8C0E	8B0A	8C0E	8C0E	8C0E
1915	8B04	8A8A	8B04	8A8A	8A8A	8A8A
1916	8B1D	8C22	8B1D	8C22	8C22	8C22
1917	8B39	8C28	8B39	8C28	8C28	8C28
1918	8B2C	8C2C	8B2C	8C2C	8C2C	8C2C
1919	8B28	8C1F	8B28	8C1F	8C1F	8C1F
1920	8B58	8BC6	8B58	8BC6	8BC6	8BC6
1921	8B5C	8C31	8B5C	8C31	8C31	8C31
1922	8B4E	8C32	8B4E	8C32	8C32	8C32
1923	8B5A	8C2D	8B5A	8C2D	8C2D	8C2D
1924	8B4F	8BA5	8B4F	8BA5	8BA5	8BA5
1925	8B70	8BAE	8B70	8BAE	8BAE	8BAE
1926	8B6C	8B6C	8B6C	8B6C	8B6C	8B6C
1927	8B66	8B66	8B66	8B66	8B66	8B66
1928	8B6F	8BD1	8B6F	8BD1	8BD1	8BD1
1929	8B74	8C34	8B74	8C34	8C34	8C34
1930	8B77	62A4	8B77	62A4	62A4	62A4
1931	8B7D	8A89	8B7D	8A89	8A89	8A89
1932	8B80	8BFB	8B80	8BFB	8BFB	8BFB
1933	8B8A	53D8	8B8A	53D8	53D8	53D8
1934	8B93	8BA9	8B93	8BA9	8BA9	8BA9
1935	8B96	8C36	8B96	8C36	8C36	8C36
1936	8B92	8C17	8B92	8C17	8C17	8C17
1937	8B9A	8B9A	8B9A	8B9A		
1938	8C3F	8C3F	8C3F	8C3F		
1939	8C48	5C82	8C48	5C82	5C82	5C82
1940	8C49	8C49	8C49	8C49	8C49	8C49
1941	8C4C	8C4C	8C4C	8C4C	8C4C	8C4C
1942	8C5A	8C5A	8C5A	8C5A	8C5A	8C5A
1943	8C6A	8C6A	8C6A	8C6A	8C6A	8C6A
1944	8C7A	8C7A	8C7A	8C7A	8C7A	8C7A
1945	8C79	8C79	8C79	8C79	8C79	8C79
1946	8C82	8C82	8C82	8C82	8C82	8C82
1947	8C89	8C89	8C89	8C89	8C89	8C89
1948	8C9D	8D1D	8C9D	8D1D	8D1D	8D1D
1949	8C9E	8D1E	8C9E	8D1E	8D1E	8D1E
1950	8CA0	8D1F	8CA0	8D1F	8D1F	8D1F
1951	8CA2	8D21	8CA2	8D21	8D21	8D21
1952	8CA1	8D22	8CA1	8D22	8D22	8D22
1953	8CAC	8D23	8CAC	8D23	8D23	8D23
1954	8CA8	8D27	8CA8	8D27	8D27	8D27
1955	8CAA	8D2A	8CAA	8D2A	8D2A	8D2A
1956	8CA7	8D2B	8CA7	8D2B	8D2B	8D2B
1957	8CA9	8D29	8CA9	8D29	8D29	8D29
1958	8CAF	8D2E	8CAF	8D2E	8D2E	8D2E
1959	8CBB	8D39	8CBB	8D39	8D39	8D39
1960	8CC1	8D32	8CC1	8D32	8D32	8D32
1961	8CC0	8D3A	8CC0	8D3A	8D3A	8D3A
1962	8CB4	8D35	8CB4	8D35	8D35	8D35
1963	8CBC	8D34	8CBC	8D34	8D34	8D34
1964	8CB7	4E70	8CB7	4E70	4E70	4E70
1965	8CB6	8D2C	8CB6	8D2C	8D2C	8D2C
1966	8CBD	8D3B	8CBD	8D3B	8D3B	8D3B
1967	8CB8	8D37	8CB8	8D37	8D37	8D37
1968	8CBF	8D38	8CBF	8D38	8D38	8D38
1969	8CC5	8D45	8CC5	8D45	8D45	8D45
1970	8CC7	8D44	8CC7	8D44	8D44	8D44
1971	8CCA	8D3C	8CCA	8D3C	8D3C	8D3C
1972	8CC8	8D3E	8CC8	8D3E	8D3E	8D3E
1973	8CC4	8D3F	8CC4	8D3F	8D3F	8D3F
1974	8CC2	8D42	8CC2	8D42	8D42	8D42
1975	8CD3	5BBE	8CD3	5BBE	5BBE	5BBE
1976	8CD1	8D48	8CD1	8D48	8D48	8D48
1977	8CD2	8D4A	8CD2	8D4A	8D4A	8D4A
1978	8CE0	8D54	8CE0	8D54	8D54	8D54
1979	8CE6	8D4B	8CE6	8D4B	8D4B	8D4B
1980	8CE3	5356	8CE3	5356	5356	5356
1981	8CE2	8D24	8CE2	8D24	8D24	8D24
1982	8CE4	8D31	8CE4	8D31	8D31	8D31
1983	8CDE	8D4F	8CDE	8D4F	8D4F	8D4F
1984	8CDC	8D50	8CDC	8D50	8D50	8D50
1985	8CEA	8D28	8CEA	8D28	8D28	8D28
1986	8CED	8D4C	8CED	8D4C	8D4C	8D4C
1987	8CF4	8D56	8CF4	8D56	8D56	8D56
1988	8CFD	8D5B	8CFD	8D5B	8D5B	8D5B
1989	8CFA	8D5A	8CFA	8D5A	8D5A	8D5A
1990	8D05	8D58	8D05	8D58	8D58	8D58
1991	8CFC	8D2D	8CFC	8D2D	8D2D	8D2D
1992	8D08	8D60	8D08	8D60	8D60	8D60
1993	361A	361A				361A
1994	3473	3473				3473
1995	8D0A	8D5E	8D0A	8D5E	8D5E	8D5E
1996	8D0D	8D61	8D0D	8D61	8D61	8D61
1997	8D16	8D4E	8D16	8D4E	8D4E	8D4E
1998	8D1B	8D63	8D1B	8D63	8D63	8D63
1999	8D64	8D64	8D64	8D64	8D64	8D64
2000	8D67	8D67	8D67	8D67	8D67	8D67
2001	8D66	8D66	8D66	8D66	8D66	8D66
2002	8D6B	8D6B	8D6B	8D6B	8D6B	8D6B
2003	8D73	8D73	8D73	8D73	8D73	8D73
2004	8D85	8D85	8D85	8D85	8D85	8D85
2005	8D99	8D75	8D99	8D75	8D75	8D75
2006	8D95	8D76	8D95	8D76	8D76	8D76
2007	8DA8	8D8B	8DA8	8D8B	8D8B	8D8B
2008	8DB3	8DB3	8DB3	8DB3	8DB3	8DB3
2009	8DBE	8DBE	8DBE	8DBE	8DBE	8DBE
2010	8DCE	8DCE	8DCE	8DCE	8DCE	8DCE
2011	8DDD	8DDD	8DDD	8DDD	8DDD	8DDD
2012	8DDB	8DDB	8DDB	8DDB	8DDB	8DDB
2013	8DD1	8DD1	8DD1	8DD1	8DD1	8DD1
2014	8DFA	8DFA	8DFA	8DFA	8DFA	8DFA
2015	8DFC	8DFC	8DFC	8DFC		8DFC
2016	8E10	8DF5	8E10	8DF5	8DF5	8DF5
2017	8E0F	8E0F	8E0F	8E0F	8E0F	8E0F
2018	8E29	8E29	8E29	8E29	8E29	8E29
2019	8E1F	8E1F	8E1F	8E1F	8E1F	8E1F
2020	8E44	8E44	8E44	8E44	8E44	8E44
2021	8E31	8E31	8E31	8E31	8E31	8E31
2022	8E42	8E42	8E42	8E42	8E42	8E42
2023	8E34	8E0A	8E34	8E0A	8E0A	8E0A
2024	8E35	8E35	8E35	8E35	8E35	8E35
2025	8E63	8E52	8E63	8E52	8E52	8E52
2026	8E64	8E2A	8E64	8E2A	8E2A	8E2A
2027	8E76	8E76	8E76	8E76	8E76	8E76
2028	8E7C	8E7C	8E7C	8E7C	8E7C	8E7C
2029	8E82	8E82	8E82	8E82		8E82
2030	8E81	8E81	8E81	8E81	8E81	8E81
2031	8E87	8E87	8E87	8E87	8E87	8E87
2032	8E85	8E85	8E85	8E85	8E85	8E85
2033	8E8A	8E0C	8E8A	8E0C	8E0C	8E0C
2034	8EA1	8E51	8EA1	8E51	8E51	8E51
2035	8EAA	8E8F	8EAA	8E8F	8E8F	8E8F
2036	8EAB	8EAB	8EAB	8EAB	8EAB	8EAB
2037	8EB2	8EB2	8EB2	8EB2	8EB2	8EB2
2038	8EC0	8EAF	8EC0	8EAF	8EAF	8EAF
2039	8ECA	8F66	8ECA	8F66	8F66	8F66
2040	8ECB	8F67	8ECB	8F67	8F67	8F67
2041	8ECD	519B	8ECD	519B	519B	519B
2042	8ECC	8F68	8ECC	8F68	8F68	8F68
2043	8ED2	8F69	8ED2	8F69	8F69	8F69
2044	8ED4	8F6B	8ED4	8F6B	8F6B	8F6B
2045	8EDF	8F6F	8EDF	8F6F	8F6F	8F6F
2046	8EDB	8F6D	8EDB	8F6D	8F6D	8F6D
2047	8EFB	8F72	8EFB	8F72	8F72	8F72
2048	8EF8	8F74	8EF8	8F74	8F74	8F74
2049	8EFC	8F76	8EFC	8F76	8F76	8F76
2050	8F09	8F7D	8F09	8F7D	8F7D	8F7D
2051	8F0A	8F7E	8F0A	8F7E	8F7E	8F7E
2052	8F12	8F84	8F12	8F84	8F84	8F84
2053	8F15	8F7B	8F15	8F7B	8F7B	8F7B
2054	8F26	8F87	8F26	8F87	8F87	8F87
2055	8F1B	8F86	8F1B	8F86	8F86	8F86
2056	8F1F	8F8D	8F1F	8F8D	8F8D	8F8D
2057	8F29	8F88	8F29	8F88	8F88	8F88
2058	8F2A	8F6E	8F2A	8F6E	8F6E	8F6E
2059	8F1C	8F8E	8F1C	8F8E	8F8E	8F8E
2060	8F3B	8F90	8F3B	8F90	8F90	8F90
2061	8F2F	8F91	8F2F	8F91	8F91	8F91
2062	8F38	8F93	8F38	8F93	8F93	8F93
2063	8F44	8F96	8F44	8F96	8F96	8F96
2064	8F3E	8F97	8F3E	8F97	8F97	8F97
2065	8F45	8F95	8F45	8F95	8F95	8F95
2066	8F42	6BC2	8F42	6BC2	6BC2	6BC2
2067	8F3F	8206	8F3F	8206	8206	8206
2068	8F4D	8F99	8F4D	8F99	8F99	8F99
2069	8F49	8F6C	8F49	8F6C	8F6C	8F6C
2070	8F54	8F9A	8F54	8F9A	8F9A	8F9A
2071	8F4E	8F7F	8F4E	8F7F	8F7F	8F7F
2072	8F61	8F94	8F61	8F94	8F94	8F94
2073	8F9B	8F9B	8F9B	8F9B	8F9B	8F9B
2074	8F9C	8F9C	8F9C	8F9C	8F9C	8F9C
2075	8FA3	8FA3	8FA3	8FA3	8FA3	8FA3
2076	8FA6	529E	8FA6	529E	529E	529E
2077	8FAD	8F9E	8FAD	8F9E	8F9E	8F9E
2078	8FAF	8FA9	8FAF	8FA9	8FA9	8FA9
2079	8FB0	8FB0	8FB0	8FB0	8FB0	8FB0
2080	8FB2	519C	8FB2	519C	519C	519C
2081	8FC5	8FC5	8FC5	8FC5	8FC5	8FC5
2082	8FC4	8FC4	8FC4	8FC4	8FC4	8FC4
2083	5DE1	5DE1	5DE1	5DE1	5DE1	5DE1
2084	8FCE	8FCE	8FCE	8FCE	8FCE	8FCE
2085	8FD1	8FD1	8FD1	8FD1	8FD1	8FD1
2086	8FD4	8FD4	8FD4	8FD4	8FD4	8FD4
2087	8FF0	8FF0	8FF0	8FF0	8FF0	8FF0
2088	8FE5	8FE5	8FE5	8FE5	8FE5	8FE5
2089	8FEB	8FEB	8FEB	8FEB	8FEB	8FEB
2090	9001	9001	9001	9001	9001	9001
2091	8FF7	8FF7	8FF7	8FF7	8FF7	8FF7
2092	9000	9000	9000	9000	9000	9000
2093	9003	9003	9003	9003	9003	9003
2094	9019	8FD9	9019	8FD9	8FD9	8FD9
2095	9023	8FDE	9023	8FDE	8FDE	8FDE
2096	901A	901A	901A	901A	901A	901A
2097	9020	9020	9020	9020	9020	9020
2098	900F	900F	900F	900F	900F	900F
2099	9016	9016	9016	9016	9016	9016
2100	9035	9035	9035	9035	9035	9035
2101	9038	9038	9038	9038	9038	9038
2102	9032	8FDB	9032	8FDB	8FDB	8FDB
2103	904B	8FD0	904B	8FD0	8FD0	8FD0
2104	9055	8FDD	9055	8FDD	8FDD	8FDD
2105	903C	903C	903C	903C	903C	903C
2106	9041	9041	9041	9041	9041	9041
2107	9060	8FDC	9060	8FDC	8FDC	8FDC
2108	905C	900A	905C	900A	900A	900A
2109	9059	9065	9059	9065	9065	9065
2110	905E	9012	905E	9012	9012	9012
2111	906E	906E	906E	906E	906E	906E
2112	9068	9068	9068	9068	9068	9068
2113	9075	9075	9075	9075	9075	9075
2114	9074	9074	9074	9074	9074	9074
2115	9078	9009	9078	9009	9009	9009
2116	907C	8FBD	907C	8FBD	8FBD	8FBD
2117	907A	9057	907A	9057	9057	9057
2118	9081	8FC8	9081	8FC8	8FC8	8FC8
2119	9084	8FD8	9084	8FD8	8FD8	8FD8
2120	9087	8FE9	9087	8FE9	8FE9	8FE9
2121	9090	9026	9090	9026	9026	9026
2122	908F	903B	908F	903B	903B	903B
2123	9095	9095	9095	9095	9095	9095
2124	90A3	90A3	90A3	90A3	90A3	90A3
2125	90B1	90B1	90B1	90B1	90B1	90B1
2126	90B8	90B8	90B8	90B8	90B8	90B8
2127	90CE	90CE	90CE	90CE	90CE	90CE
2128	90E1	90E1	90E1	90E1	90E1	90E1
2129	588E	588E	588E	588E		588E
2130	90F5	90AE	90F5	90AE	90AE	90AE
2131	90FD	90FD	90FD	90FD	90FD	90FD
2132	9102	9102	9102	9102	9102	9102
2133	9109	4E61	9109	4E61	4E61	4E61
2134	9112	90B9	9112	90B9	90B9	90B9
2135	912D	90D1	912D	90D1	90D1	90D1
2136	9130	90BB	9130	90BB	90BB	90BB
2137	9127	9093	9127	9093	9093	9093
2138	9139	9139	9139	9139	9139	9139
2139	9149	9149	9149	9149	9149	9149
2140	9157	9157	9157	9157	9157	9157
2141	9163	9163	9163	9163	9163	9163
2142	9165	9165	9165	9165	9165	9165
2143	916C	916C	916C	916C	916C	916C
2144	9169	9169	9169	9169	9169	9169
2145	916A	916A	916A	916A	916A	916A
2146	9175	9175	9175	9175	9175	9175
2147	9178	9178	9178	9178	9178	9178
2148	9187	9187	9187	9187	9187	9187
2149	9189	9189	9189	9189	9189	9189
2150	918B	918B	918B	918B	918B	918B
2151	9192	9192	9192	9192	9192	9192
2152	919E	915D	919E	915D	915D	915D
2153	91AB	533B	91AB	533B	533B	533B
2154	91AC	9171	91AC	9171	9171	9171
2155	91C0	917F	91C0	917F	917F	917F
2156	91C1	8845	91C1	8845	8845	8845
2157	91CD	91CD	91CD	91CD	91CD	91CD
2158	91CE	91CE	91CE	91CE	91CE	91CE
2159	91D7	948A	91D7	948A	948A	948A
2160	91DC	91DC	91DC	91DC	91DC	91DC
2161	91F5	9497	91F5	9497	9497	9497
2162	91E3	9493	91E3	9493	9493	9493
2163	91E7	948F	91E7	948F	948F	948F
2164	9223	9499	9223	9499	9499	9499
2165	920D	949D	920D	949D	949D	949D
